0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:15 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitap HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:15 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitapa HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:16 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitapar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:16 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitapara HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:16 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparas HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:16 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparash HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:16 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparasha HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:16 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:17 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@ HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:17 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@ HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:17 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@g HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:18 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@gm HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:18 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@gmai HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:18 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@gmai HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:18 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@gmail HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:19 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@gmail. HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:19 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@gmail.c HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:19 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@gmail.co HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:19 +0530] "GET /JobsPikr/checkAJAX.jsp?email=shushmitaparashar@gmail.com HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:30 +0530] "POST /JobsPikr/CandidateRegistrationServlet HTTP/1.1" 200 7846
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:30 +0530] "GET /JobsPikr/css/Buttons.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:30 +0530] "GET /JobsPikr/css/Tables.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:30 +0530] "GET /JobsPikr/css/Profile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Aug/2017:17:57:30 +0530] "GET /JobsPikr/Images/NoImage.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:00:21 +0530] "POST /JobsPikr/UploadResume HTTP/1.1" 200 759
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:00:23 +0530] "GET /JobsPikr/Candidate.jsp HTTP/1.1" 200 7846
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:01:30 +0530] "POST /JobsPikr/UpdateCandidateServlet HTTP/1.1" 200 61
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:01:32 +0530] "GET /JobsPikr/Homepage.jsp HTTP/1.1" 200 2674
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:02:06 +0530] "POST /JobsPikr/CandidateLoginServlet HTTP/1.1" 200 27
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:02:09 +0530] "GET /JobsPikr/Homepage.jsp HTTP/1.1" 200 2674
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:02:22 +0530] "POST /JobsPikr/CandidateLoginServlet HTTP/1.1" 200 27
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:02:24 +0530] "GET /JobsPikr/Homepage.jsp HTTP/1.1" 200 2674
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:02:34 +0530] "POST /JobsPikr/CandidateLoginServlet HTTP/1.1" 200 18776
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:02:58 +0530] "GET /JobsPikr/Candidate.jsp HTTP/1.1" 200 18776
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:02:58 +0530] "GET /JobsPikr/ApplyForJob.jsp?id=2 HTTP/1.1" 200 337
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:03:04 +0530] "GET /JobsPikr/Candidate.jsp HTTP/1.1" 200 19118
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:03:05 +0530] "GET /JobsPikr/ApplyForJob.jsp?id=3 HTTP/1.1" 200 341
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:03:11 +0530] "GET /JobsPikr/Candidate.jsp HTTP/1.1" 200 19118
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:03:11 +0530] "GET /JobsPikr/ApplyForJob.jsp?id=6 HTTP/1.1" 200 341
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:03:31 +0530] "GET /JobsPikr/Candidate.jsp HTTP/1.1" 200 19461
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:03:31 +0530] "GET /JobsPikr/UndoApplication.jsp?id=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:03:39 +0530] "POST /JobsPikr/Logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:03:39 +0530] "GET /JobsPikr/Homepage.jsp HTTP/1.1" 200 2674
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:04:12 +0530] "POST /JobsPikr/RecruiterLoginServlet HTTP/1.1" 200 9314
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:04:37 +0530] "GET /JobsPikr/ViewProfile.jsp?id=6 HTTP/1.1" 200 1945
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:04:37 +0530] "GET /JobsPikr/ViewImage.jsp?name=abhishekpandey2203@gmail.com HTTP/1.1" 500 41536
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:04:48 +0530] "GET /JobsPikr/ViewResume.jsp?name=abhishekpandey2203@gmail.com HTTP/1.1" 500 424421
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:05:02 +0530] "GET /JobsPikr/CallUp.jsp?id=6 HTTP/1.1" 200 1325
0:0:0:0:0:0:0:1 - - [07/Aug/2017:18:05:33 +0530] "POST /JobsPikr/CallUp HTTP/1.1" 200 -
